Y,X1,X2,X3
1084330,13,878,95
24171630,141,434,395
386467920,830,892,522
67154454,191,459,766
26400000,110,625,384
26779472,478,596,94
11559744,21,752,732
229242818,733,623,502
52929360,489,176,615
77796774,586,149,891
13926000,250,211,264
8150520,93,140,626
87209148,377,521,444
179103600,356,645,780
157324650,538,557,525
49632000,400,264,470
44432052,868,151,339
173352000,699,775,320
26271480,74,366,970
162888144,509,904,354
333389000,485,982,700
698079888,946,831,888
68337054,386,249,711
658220724,779,882,958
4806116,98,226,217
78871968,644,168,729
801115,487,35,47
324253800,596,975,558
44839872,337,144,924
172197571,463,469,793
24107479,187,941,137
548233412,764,887,809
63720,135,472,1
160200,89,2,900
644530350,950,753,901
259217100,983,293,900
114899250,641,239,750
21775000,130,625,268
479310240,906,778,680
125264160,224,645,867
169123200,446,400,948
2557872,124,36,573
516320750,955,550,983
357971904,516,894,776
244105992,754,529,612
88016040,659,636,210
76773224,407,584,323
177991128,251,756,938
6969690,819,115,74
211623984,478,792,559
172118625,609,875,323
73779104,844,223,392
1237033,19,497,131
82776978,153,699,774
785232,328,171,14
460863396,531,973,892
159994142,301,814,653
159549264,516,378,818
587931850,814,835,865
125443890,810,741,209
22414788,66,529,642
411723648,549,756,992
200823084,651,418,738
363751128,922,468,843
6092712,18,402,842
53552430,670,107,747
120923292,763,843,188
66408192,228,656,444
36381058,917,83,478
222140800,800,422,658
371070315,567,803,815
148092000,430,615,560
112738080,928,445,273
173391296,656,782,338
116269708,331,548,641
272350176,526,966,536
117945492,959,222,554
287530544,644,844,529
1197072,24,326,153
51269050,925,214,259
464449440,728,930,686
21656586,553,642,61
660660234,851,807,962
22822200,818,450,62
336574602,714,663,711
121676013,909,417,321
1151940,3,526,730
143843364,243,783,756
16901352,312,463,117
23382784,241,128,758
159345780,627,262,970
88244058,413,239,894
11649960,402,63,460
167824080,584,930,309
27054720,320,99,854
110229,543,29,7
8286960,172,730,66
243350415,711,889,385
40230996,557,78,926
17453744,457,496,77
103560282,657,162,973
328952240,415,926,856
7110658,17,739,566
10445358,983,483,22
101153880,540,458,409
178206948,666,794,337
86576080,904,314,305
90452664,796,354,321
169635204,246,818,843
374918400,566,960,690
167563363,841,307,649
448987968,948,552,858
127234800,810,330,476
47501824,152,514,608
497508921,919,819,661
27299592,93,604,486
77240259,723,717,149
30851989,607,53,959
10116504,164,138,447
86594400,300,422,684
148195102,298,853,583
84577500,895,700,135
117739818,954,653,189
249678592,544,824,557
1327200,474,20,140
531758213,917,919,631
17969040,295,141,432
81339615,981,161,515
520747155,811,855,751
53803414,821,302,217
136637480,460,866,343
4257760,356,920,13
341719560,488,819,855
331991028,589,612,921
353313037,671,749,703
306967752,546,966,582
229609220,718,565,566
5137650,147,50,699
140469280,784,410,437
11416131,101,661,171
26606980,452,965,61
6853140,315,259,84
117135825,607,775,249
9597500,110,250,349
9679075,25,497,779
2593296,828,54,58
582547680,880,943,702
680988880,836,964,845
79806300,210,890,427
444045252,861,652,791
67357356,502,642,209
143324792,307,871,536
277477088,994,956,292
17778684,77,426,542
71562320,710,293,344
2844600,11,600,431
47927733,343,991,141
175306000,368,925,515
17565968,497,752,47
56238000,168,650,515
13341090,505,119,222
38144040,444,355,242
93615522,847,327,338
2591784,117,52,426
5397912,26,876,237
1960620,797,20,123
2308240,430,88,61
313854,543,289,2
19163356,193,241,412
2138136,4,546,979
48585820,307,410,386
85696380,810,462,229
226389544,941,986,244
85514678,199,899,478
162536960,865,512,367
82192110,782,273,385
185196000,275,915,736
283794940,449,884,715
5713734,663,139,62
119589192,228,817,642
260891463,417,643,973
11963952,429,84,332
108756078,349,501,622
116507961,421,291,951
104789237,251,511,817
5029717,77,83,787
76875288,509,232,651
5018532,178,37,762
88818870,355,518,483
97426440,120,831,977
21438560,937,260,88
94671045,765,581,213
46299736,412,161,698
290374150,751,407,950
393908760,855,532,866
714896000,982,728,1000
18764544,922,32,636
398356992,696,704,813
64034505,579,505,219
267263244,827,382,846
89150369,497,253,709
149666400,780,360,533
197743860,505,447,876
154352044,374,574,719
303596964,414,902,813
155544198,577,537,502
67208752,83,884,916
344385405,819,867,485
190545212,473,793,508
162111648,589,376,732
67581120,404,272,615
295141896,612,686,703
151120728,888,297,573
113893128,972,331,354
267333957,521,657,781
30722510,182,455,371
77160852,244,369,857
626864000,800,965,812
406334,17,37,646
200644710,555,833,434
128321280,846,160,948
26916049,529,73,697
33881760,352,465,207
18627884,79,506,466
100540200,492,610,335
370429576,604,671,914
64661940,570,222,511
344310690,985,391,894
6945120,70,848,117
28223604,306,214,431
3791328,584,12,541
35523200,680,80,653
551740,28,35,563
36152725,83,917,475
305459025,373,915,895
15980112,36,852,521
38790552,771,76,662
77576884,253,658,466
125826543,677,963,193
36905,5,11,671
95083008,601,618,256
29249640,105,954,292
88974600,793,150,748
44856756,177,431,588
7335160,67,230,476
187608652,802,539,434
3556224,252,49,288
2084628,581,26,138
150278980,541,860,323
15900948,684,567,41
1763910,417,18,235
52552500,750,110,637
121505484,849,967,148
176095296,702,871,288
136934292,228,769,781
90279360,360,344,729
3266120,88,65,571
60897375,285,825,259
16714080,146,270,424
15795480,69,295,776
292536000,750,478,816
29841464,878,116,293
173175930,635,981,278
291964944,744,874,449
35555156,247,742,194
78054312,812,433,222
140960806,547,553,466
36406893,347,853,123
18237128,188,338,287
37054160,790,533,88
303188345,365,859,967
718616085,957,839,895
8382720,148,96,590
51471990,379,270,503
97100355,627,659,235
4871790,703,462,15
379176,4,777,122
174443584,406,926,464
36675584,814,512,88
629309184,808,976,798
404515170,838,631,765
342944490,851,665,606
3394160,203,418,40
38462862,642,181,331
7641500,155,170,290
46731300,330,289,490
26539968,196,546,248
23228865,167,165,843
66974092,556,739,163
1239012,381,6,542
660436400,775,964,884
52520650,455,170,679
92268540,602,195,786
129173856,906,304,469
25137000,285,294,300
297798270,411,770,941
35801370,841,129,330
42829488,334,936,137
217339200,860,390,648
2781300,50,127,438
36844080,364,482,210
7383512,73,188,538
189429840,930,246,828
1972656,103,38,504
6766320,932,242,30
41483880,540,142,541
54589620,971,937,60
12589248,42,304,986
10322910,173,351,170
155992970,445,511,686
11578752,736,437,36
1485120,8,390,476
36513360,234,235,664
39951936,96,834,499
104354151,759,319,431
63707160,578,334,330
61580152,398,823,188
1218945,91,141,95
180222240,428,968,435
746496,3,324,768
190425600,576,475,696
1346400,935,45,32
173209080,604,330,869
41027616,252,866,188
141669297,249,821,693
338356602,971,478,729
29719312,368,139,581
218880,60,57,64
251664595,677,817,455
256015760,695,616,598
1633440,30,83,656
50900352,984,53,976
257551787,683,557,677
194533560,234,985,844
56139264,288,786,248
82411200,900,236,388
49968750,130,625,615
88197088,322,646,424
124367546,799,698,223
9272956,98,782,121
15394176,276,332,168
228196800,598,600,636
68909048,811,988,86
40404512,578,272,257
82455120,290,359,792
130544700,255,716,715
9810180,185,54,982
502560,18,349,80
171429896,866,409,484
55775944,722,89,868
101365908,581,868,201
252732480,789,455,704
20374976,307,136,488
210344706,858,561,437
41386752,256,213,759
280869560,920,397,769
65419360,145,613,736
3782325,111,725,47
19270656,34,864,656
513182544,786,712,917
47659752,532,189,474
171094784,307,896,622
18603540,94,733,270
292580925,815,455,789
2146680,268,18,445
91978045,113,865,941
37834720,616,830,74
75509145,569,135,983
441473914,658,713,941
17680080,880,543,37
20423790,514,883,45
101495652,717,823,172
182810170,971,562,335
79933500,191,465,900
195504600,775,552,457
36509200,767,425,112
49092500,146,625,538
49456672,794,68,916
115443000,508,250,909
24740220,226,445,246
132965350,685,826,235
31105200,805,210,184
14622940,46,766,415
211597552,422,538,932
86296500,906,250,381
35669250,498,955,75
272987184,489,656,851
42842250,577,375,198
3134040,245,156,82
5595408,637,12,732
121931832,934,516,253
125782272,576,709,308
11668140,36,415,781
77138784,592,342,381
11914448,784,167,91
10515945,253,489,85
14450040,890,82,198
509574040,886,745,772
282656583,747,451,839
53185710,541,339,290
2832256,763,64,58
51374250,295,645,270
123766485,229,685,789
32502668,419,473,164
210375232,424,569,872
258594560,665,392,992
6572480,874,16,470
400577760,968,495,836
280887100,650,866,499
89576487,429,489,427
108179568,177,714,856
26671743,233,161,711
383448135,915,917,457
71349978,371,482,399
59950528,902,67,992
429672936,919,483,968
17247120,752,417,55
54767232,414,832,159
113675904,977,404,288
16918650,82,225,917
546642918,809,774,873
141913242,881,171,942
43477902,298,559,261
12073360,260,47,988
31385328,39,848,949
750000,50,500,30
549781776,673,976,837
5839470,91,713,90
82038912,417,212,928
13264944,679,444,44
125448750,750,405,413
90903888,173,712,738
352980810,655,882,611
24978000,368,125,543
45670128,301,232,654
221311720,470,502,938
170453322,529,729,442
72562698,663,111,986
206388,39,294,18
978656,112,257,34
160419528,881,216,843
4331940,17,274,930
9015552,688,117,112
6223472,716,164,53
73858176,344,426,504
358827880,536,955,701
2587052,169,178,86
122266760,212,770,749
148373280,870,264,646
74509792,854,779,112
48174880,874,130,424
51238668,76,879,767
277823350,350,901,881
241538220,471,777,660
89877600,810,584,190
25976430,801,94,345
255221064,552,537,861
60200910,198,511,595
87889030,509,557,310
6562746,774,61,139
81205824,276,497,592
280194040,395,742,956
11728464,291,44,916
656756100,990,702,945
52985088,928,244,234
217435128,454,642,746
64247640,244,393,670
34235916,429,284,281
43825320,315,186,748
101308900,275,826,446
3297636,9,556,659
156397059,717,987,221
18626517,819,57,399
172666984,956,931,194
527088,1,948,556
68632560,692,855,116
76925380,413,278,670
26786424,113,996,238
29588300,602,50,983
30307200,300,656,154
25629912,264,161,603
2101320,898,18,130
10683585,191,495,113
220984348,689,724,443
54684870,815,422,159
15679818,77,486,419
58094253,119,861,567
21192864,564,56,671
11503944,866,41,324
90628377,763,411,289
84788428,443,236,811
36676224,744,237,208
4096560,505,26,312
219960576,704,526,594
101772400,194,860,610
84632800,508,238,700
55110300,966,70,815
79635798,402,759,261
22568680,365,236,262
44391222,387,691,166
3659964,22,238,699
115606400,896,325,397
102431855,193,593,895
232028304,899,304,849
102348597,871,299,393
340585518,733,546,851
165724110,313,999,530
22032000,640,45,765
17528944,184,437,218
19763072,959,92,224
11709502,602,53,367
88332500,250,445,794
46764864,873,54,992
11818872,234,732,69
36070980,473,410,186
7898670,942,65,129
88482240,756,190,616
138330564,646,401,534
86184,1,648,133
8550,25,6,57
310853568,786,727,544
141839436,787,653,276
443770992,952,551,846
160340170,590,757,359
94997670,843,191,590
52735212,106,666,747
67016250,483,375,370
441556345,505,997,877
433993170,663,670,977
35278152,87,728,557
24397440,393,970,64
136839456,524,324,806
20743976,44,851,554
57036430,545,781,134
78189566,559,194,721
793998612,891,946,942
62908986,479,159,826
221516152,638,572,607
219414356,361,686,886
504605475,603,895,935
1141356,454,838,3
413334284,778,589,902
165828600,210,820,963
16697496,284,239,246
109479670,185,659,898
21276108,59,567,636
25808352,166,164,948
24440388,553,127,348
120877440,802,320,471
2235552,116,146,132
71975059,281,793,323
1531530,34,165,273
1790025,823,25,87
131937848,749,454,388
5811791,619,229,41
7407840,264,115,244
13741560,882,380,41
153517056,708,242,896
139819152,407,816,421
102466160,523,790,248
117404325,855,947,145
190506930,545,391,894
151640748,357,972,437
154116144,619,624,399
88410960,732,366,330
95293360,568,190,883
14230200,296,641,75
125548605,645,651,299
74338992,732,403,252
20958544,743,43,656
116003664,228,673,756
31077984,206,898,168
251725500,662,845,450
46527480,402,643,180
138040320,430,836,384
21791080,173,670,188
63067228,406,202,769
132482940,719,249,740
57955040,440,149,884
210583152,261,936,862
2077920,148,104,135
41205600,80,885,582
69368194,383,238,761
11557637,241,91,527
52128150,790,415,159
209938395,991,487,435
54766000,394,250,556
99777720,956,735,142
13923952,17,994,824
379478736,784,819,591
34982280,305,648,177
20755860,53,535,732
108340830,221,585,838
9788800,46,448,475
280907496,712,743,531
578712960,960,926,651
401681280,840,494,968
24884552,398,196,319
260489290,706,677,545
260002278,981,489,542
51555294,197,651,402
341661700,428,863,925
119418200,850,341,412
22211200,80,440,631
32274660,619,790,66
263711232,379,768,906
24134544,432,161,347
307856272,677,586,776
76936365,515,503,297
20490624,288,77,924
24432808,214,292,391
84408912,144,721,813
77593190,571,214,635
46041009,133,519,667
43369606,343,382,331
16981056,31,576,951
455913360,798,828,690
56240250,401,561,250
27530868,113,514,474
25319088,282,129,696
10326348,589,18,974
76562784,412,522,356
35700588,198,486,371
248698800,710,417,840
144521334,282,729,703
154690900,382,650,623
194700105,999,355,549
114462180,630,321,566
401871360,536,960,781
27061650,990,385,71
38234328,264,251,577
13367840,268,145,344
86763600,939,280,330
87486250,575,425,358
86236500,250,382,903
198187584,668,883,336
7305158,947,38,203
117852840,714,180,917
98124000,370,975,272
26327322,918,119,241
5335470,126,941,45
263088,324,116,7
90011403,947,531,179
117643536,816,579,249
308745060,753,494,830
71886360,227,348,910
37478864,398,149,632
134843184,903,306,488
99459072,576,608,284
40685919,529,827,93
223100415,955,909,257
27086220,210,249,518
98367780,460,357,599
36088416,364,306,324
128786400,577,300,744
440742726,501,971,906
362308198,769,922,511
103028224,184,832,673
7767606,231,391,86
78929472,447,178,992
5383305,15,527,681
13089024,874,312,48
44217000,125,867,408
35850493,791,743,61
58446960,176,393,845
74910188,334,254,883
40066368,688,633,92
122515848,271,756,598
67575060,590,567,202
2391186,197,21,578
236139010,809,578,505
217891520,956,814,280
14261184,393,189,192
160292520,478,405,828
33723914,458,157,469
445135200,930,620,772
275891616,572,783,616
42536368,112,587,647
116362000,146,797,1000
50541816,733,204,338
35261055,171,233,885
46618110,930,217,231
124122960,298,801,520
323605170,971,630,529
80746974,391,462,447
245926380,427,580,993
167348770,361,614,755
25750224,666,716,54
467475786,873,639,838
287151228,721,468,851
166933868,334,929,538
9660840,147,124,530
29492256,152,222,874
237262848,438,736,736
2543640,123,40,517
218487360,793,287,960
232975017,587,627,633
9499800,100,223,426
53053256,538,277,356
177721236,387,852,539
2962590,942,17,185
11408496,34,682,492
4820528,628,76,101
252844704,874,504,574
33108000,200,372,445
21170835,135,301,521
401024085,965,771,539
46419750,345,414,325
16049072,131,124,988
148660512,272,637,858
509585700,650,874,897
22054440,569,60,646
192812000,950,860,236
79276778,406,239,817
77759856,879,228,388
74066908,508,211,691
78410178,363,973,222
11382930,207,423,130
782248,353,8,277
30686292,87,357,988
237295296,448,771,687
5598944,626,208,43
11672232,988,22,537
47895276,627,676,113
34719384,894,133,292
487851650,550,923,961
54355392,224,549,442
108054000,540,580,345
87450544,388,268,841
53510215,781,71,965
82973440,781,830,128
26799732,134,246,813
51079908,121,508,831
249231360,768,427,760
26202500,892,625,47
80352600,471,853,200
97913760,140,724,966
4178784,114,464,79
24068352,444,352,154
106073880,290,748,489
29583840,431,780,88
367390485,693,595,891
73866870,847,510,171
10024784,79,154,824
100124640,516,360,539
9795330,290,243,139
538693995,995,609,889
69712512,472,272,543
439876239,849,703,737
43257856,944,64,716
113071896,664,189,901
288871728,523,888,622
126380268,903,654,214
76568976,594,164,786
250949376,894,408,688
36203328,63,584,984
104536224,908,984,117
2574208,136,104,182
139785104,419,719,464
11856418,29,551,742
139285610,205,766,887
76858341,681,701,161
44867520,577,320,243
212326632,657,796,406
62034189,109,661,861
1092120,30,38,958
10262560,476,385,56
166772223,657,443,573
59518305,579,385,267
18044208,272,351,189
287851650,785,719,510
17617912,83,628,338
19570176,274,768,93
228194005,379,785,767
63688260,706,186,485
152104854,597,626,407
142000,284,1,500
42251040,793,120,444
249203648,514,872,556
66846042,747,443,202
454506624,979,832,558
190999488,816,718,326
68212080,240,633,449
128417990,334,587,655
207358452,582,499,714
389208860,655,596,997
29813994,431,378,183
19867113,37,947,567
91046560,374,272,895
90020700,433,420,495
167122560,656,330,772
289703304,873,838,396
47213248,212,898,248
56520000,200,628,450
172714550,974,205,865
223071870,699,470,679
63496650,265,489,490
159720120,360,777,571
9767394,182,603,89
269897408,992,298,913
188589450,879,350,613
38499240,580,598,111
214856712,554,798,486
73554372,474,233,666
94698090,285,474,701
205129560,865,241,984
57361632,996,626,92
31459596,607,617,84
318685290,959,795,418
35467224,589,78,772
44386965,791,215,261
27216210,287,870,109
167837985,927,245,739
63215880,827,420,182
125027265,795,319,493
67351450,578,295,395
139171624,892,181,862
5796720,582,60,166
65583084,469,271,516
51695042,217,622,383
61980090,295,722,291
37039835,763,511,95
9537553,31,857,359
5343120,410,18,724
247537620,870,958,297
355279470,719,905,546
223341336,849,582,452
530950860,690,979,786
1203202,11,601,182
23079490,703,670,49
30912000,112,300,920
122356800,696,879,200
23912700,386,354,175
25571680,40,724,883
255222544,344,818,907
2912775,15,547,355
29653338,221,642,209
47224576,304,511,304
9229858,781,311,38
13455072,87,537,288
245234418,289,989,858
5348500,19,563,500
54550592,628,244,356
16461440,712,170,136
98350848,837,544,216
222353868,636,859,407
245059710,678,805,449
373464,76,189,26
1171500,355,4,825
188727856,776,878,277
4205956,634,214,31
10858120,130,266,314
3444112,56,191,322
100007550,963,775,134
36870496,337,416,263
152140625,535,325,875
56670600,515,655,168
70104000,600,460,254
389732000,875,898,496
325797576,598,547,996
295223040,640,523,882
121139496,699,498,348
118157625,381,375,827
157274460,603,345,756
37702260,999,340,111
22543920,80,567,497
85806945,399,405,531
7102440,327,120,181
73251360,210,559,624
307044204,851,843,428
230964972,861,796,337
83592081,201,657,633
64306814,103,649,962
137499440,194,940,754
3858015,543,245,29
28324584,951,102,292
365423488,656,778,716
56182802,538,277,377
100108470,287,453,770
308597400,360,991,865
202219065,603,395,849
26596350,199,198,675
76122332,377,706,286
5987805,163,465,79
3630924,33,692,159
75784800,560,390,347
112311200,824,940,145
61812050,907,235,290
2772395,857,5,647
5399296,368,917,16
966144,74,128,102
53590,10,23,233
215596800,788,570,480
57235900,890,109,590
120591744,273,544,812
256825800,476,545,990
262866240,884,472,630
78774960,165,563,848
5099238,678,69,109
125818602,699,182,989
14691072,132,592,188
30041040,204,199,740
96646368,312,322,962
128147712,704,462,394
38869589,781,157,317
132383526,922,209,687
255388672,869,896,328
365124540,718,670,759
66585940,268,629,395
24635754,102,563,429
15687000,378,83,500
58395816,248,513,459
11771760,112,245,429
144473175,807,651,275
45625671,273,339,493
38361114,342,121,927
12554300,505,220,113
15799230,90,349,503
410527845,819,711,705
125652345,845,291,511
51744000,500,231,448
242401922,943,602,427
248748500,770,923,350
19695009,843,61,383
10747464,19,888,637
160997424,581,552,502
58221774,591,421,234
8700832,868,179,56
97813376,569,632,272
258720,672,11,35
571250428,727,931,844
51273972,321,918,174
237597045,685,597,581
570988390,877,917,710
64626768,844,709,108
5063280,204,146,170
222888663,801,601,463
26279386,917,623,46
70085292,159,526,838
5273184,236,294,76
3792789,21,429,421
70341705,511,315,437
11130350,413,245,110
32096259,397,691,117
185117152,311,979,608
181546383,851,267,799
113474634,287,411,962
19072872,168,533,213
194157600,508,520,735
192100224,732,556,472
112137168,806,341,408
240910292,469,562,914
45514700,506,350,257
53409648,148,493,732
7601400,410,30,618
252794880,633,512,780
29027460,61,924,515
282720,456,124,5
55830240,137,720,566
10780704,246,166,264
158606760,586,694,390
15145116,84,301,599
66268800,96,975,708
94603572,357,433,612
154330736,724,322,662
26813640,699,280,137
350540160,976,820,438
19870200,166,171,700
18881900,145,170,766
41874330,830,201,251
55632772,221,412,611
232021746,729,374,851
136660992,177,928,832
2226705,285,13,601
150180250,970,275,563
144099072,283,768,663
785400,140,15,374
86399040,910,96,989
86515500,411,421,500
63358284,943,132,509
271837104,931,316,924
88912971,189,501,939
50340234,634,199,399
386450460,731,990,534
325040499,721,849,531
31213280,280,116,961
138391064,679,292,698
366758592,597,928,662
1280562,94,19,717
241107321,897,329,817
41568450,885,385,122
27717020,283,415,236
21069347,433,247,197
108116736,784,208,663
173387968,769,271,832
41538432,628,624,106
40034720,736,215,253
358402625,905,775,511
188471754,558,613,551
50454320,844,61,980
24205200,150,184,877
22394880,360,256,243
56392596,403,676,207
210130200,545,952,405
163524860,652,515,487
268452020,499,727,740
317656080,894,378,940
201474480,452,510,874
24049872,126,396,482
390966345,995,441,891
336753000,850,465,852
105542640,602,360,487
11974236,74,894,181
16111788,53,658,462
42736295,541,259,305
103127136,788,287,456
22014720,147,416,360
176816660,505,542,646
486170366,671,829,874
3951480,78,745,68
1924440,553,435,8
25903800,123,216,975
134737344,329,576,711
734053568,818,928,967
59044986,226,319,819
363292992,894,498,816
143038350,975,294,499
39015510,677,170,339
50022560,757,80,826
51102,51,2,501
145366416,976,171,871
56841270,951,278,215
186183712,488,506,754
154362312,712,663,327
14425180,154,493,190
179025198,842,379,561
543073176,622,921,948
84937670,815,974,107
33614834,898,451,83
96585000,411,250,940
397849968,906,684,642
2970864,18,552,299
139302338,742,241,779
2121876,222,354,27
71974632,422,183,932
149425744,757,292,676
44094820,137,836,385
264319825,935,287,985
6193472,29,284,752
16790648,497,824,41
59552889,649,419,219
190944000,390,510,960
17999800,215,644,130
343276648,442,836,929
433390938,746,591,983
235480,58,145,28
238554036,597,469,852
493506000,760,999,650
97689735,165,893,663
12744000,675,59,320
22689954,651,314,111
14392940,67,230,934
114350940,506,729,310
311542250,659,775,610
76214900,410,641,290
137566720,580,272,872
300215160,945,427,744
117631899,531,539,411
119266560,544,696,315
96957000,486,798,250
20599920,34,765,792
3677374,94,71,551
119540400,749,266,600
118653936,843,152,926
133684096,644,208,998
16195740,330,106,463
44345826,67,714,927
280138782,539,841,618
141682860,489,660,439
22453376,176,296,431
373192406,491,838,907
144981148,367,923,428
22501920,362,336,185
15650604,526,783,38
158657408,424,728,514
733482096,998,904,813
288909135,531,865,629
248256648,876,447,634
9606492,291,393,84
11420796,164,417,167
196215600,213,940,980
77638672,257,956,316
442596960,923,864,555
145168608,416,879,397
104975128,667,382,412
175172760,870,846,238
28613130,446,195,329
182011260,893,316,645
84563340,382,785,282
116400312,574,774,262
153824,23,8,836
50751800,295,935,184
3780120,109,40,867
67775940,214,765,414
18788000,175,440,244
338289904,412,881,932
57971970,333,210,829
21476697,517,183,227
454020,2,322,705
31489920,396,280,284
87005184,168,544,952
136959900,462,605,490
15718710,259,70,867
137000000,500,500,548
11376288,342,42,792
511122150,810,847,745
139599068,511,326,838
11478480,566,26,780
57895992,826,531,132
103992,4,42,619
249623520,912,542,505
114982796,667,284,607
261555336,612,686,623
23027256,214,147,732
106930740,983,210,518
10532592,486,516,42
8299721,359,61,379
25479980,290,446,197
204895316,502,874,467
8307600,120,86,805
351987224,772,823,554
18681096,102,868,211
225600,47,600,8
291853623,993,499,589
14227200,160,468,190
991116,6,266,621
246178588,983,914,274
262276170,537,578,845
238825698,723,334,989
329721264,591,944,591
208577250,250,861,969
451660992,681,964,688
148339954,722,599,343
29257150,103,299,950
602847458,919,761,862
73977981,803,287,321
13302912,672,202,98
135295200,215,684,920
7470837,561,69,193
83602112,797,704,149
100673001,537,253,741
71376732,129,941,588
23739200,80,740,401
277717440,578,910,528
8807968,496,683,26
325223220,644,655,771
247017792,736,854,393
329106060,655,612,821
9348716,452,43,481
430152417,851,873,579
2588190,121,93,230
4659200,400,16,728
44281440,240,191,966
21150465,595,867,41
10720024,943,56,203
26576100,204,135,965
2736459,33,131,633
8818298,178,107,463
517731768,719,822,876
53098605,349,345,441
514704773,781,857,769
438672896,998,544,808
143793693,417,839,411
201221800,386,802,650
1014594,51,58,343
11750320,769,80,191
34112708,127,724,371
112088090,281,706,565
181734336,784,282,822
159020550,615,390,663
13726684,674,34,599
331725498,839,411,962
214562728,956,293,766
117756710,659,535,334
50597440,680,284,262
72198204,611,172,687
8860566,33,898,299
93178800,528,905,195
59889102,322,251,741
303689904,673,632,714
81809091,161,559,909
22340190,365,101,606
565228128,736,911,843
464737575,925,669,751
170773200,890,312,615
1206864,102,24,493
44633192,509,388,226
133867084,988,137,989
25909632,378,448,153
431116,346,89,14
488348868,878,697,798
194151461,469,503,823
16521120,298,140,396
18917316,737,31,828
1056528,29,276,132
717853092,803,948,943
366530346,621,966,611
150798384,496,333,913
87381888,604,274,528
19926864,216,386,239
174993280,896,583,335
154754160,726,584,365
69920690,805,137,634
147007084,868,659,257
13618688,128,268,397
48368520,565,696,123
224950869,429,631,831
227278800,504,622,725
705618354,867,953,854
65375200,230,760,374
170795853,717,293,813
13014144,352,468,79
192368385,843,461,495
4963920,481,645,16
130180050,315,578,715
43226040,220,858,229
6823630,697,110,89
223007972,748,673,443
148297443,309,629,763
62239800,511,140,870
255804848,442,991,584
518333508,847,764,801
27037500,412,375,175
350379000,683,760,675
91721148,757,138,878
175389760,634,665,416
61140555,315,667,291
574182,294,7,279
63562815,107,645,921
126311724,366,498,693
204371790,805,786,323
173486700,870,255,782
144613560,663,287,760
26642010,435,113,542
74933040,611,146,840
7413912,92,111,726
125314900,860,151,965
1736600,5,457,760
5439624,38,453,316
74253369,87,941,907
174675000,685,408,625
96202092,763,948,133
174013920,810,464,463
252995400,630,970,414
514587276,756,971,701
14655870,93,765,206
86821632,432,948,212
73727240,530,838,166
16133280,696,305,76
7937292,44,383,471
48282624,96,744,676
311241168,369,886,952
633472560,860,777,948
2039475,213,25,383
133244020,409,455,716
150673200,400,723,521
23288328,861,483,56
432294156,791,799,684
24466176,128,861,222
327014664,951,424,811
25990640,373,871,80
223053000,998,375,596
16374960,540,114,266
10023552,18,616,904
355161904,491,848,853
851551848,994,898,954
69098526,998,471,147
125192274,502,291,857
77816820,391,372,535
27050760,99,540,506
53835640,163,718,460
27216420,685,43,924
116445560,847,491,280
74239350,267,415,670
8890050,470,195,97
40075560,186,570,378
35719474,406,97,907
38110655,115,517,641
361132824,754,668,717
20005908,499,156,257
671139354,797,958,879
304577592,824,487,759
146538249,923,561,283
336528,36,76,123
215057108,409,844,623
23793280,904,560,47
400782820,782,530,967
369716656,944,857,457
48894111,381,441,291
52916175,195,687,395
669814450,937,986,725
1370880,15,476,192
316778,14,121,187
410220,636,43,15
10566192,826,39,328
46633400,902,275,188
11518380,719,45,356
116756640,264,567,780
2446092,66,142,261
48757800,893,420,130
505385100,852,825,719
100753772,167,743,812
198467010,714,355,783
5394312,139,42,924
21045572,226,101,922
22194172,161,241,572
97029620,947,436,235
520158800,805,788,820
139328325,725,489,393
170544000,200,912,935
33120642,139,526,453
7867748,643,437,28
10048584,214,546,86
5051214,21,581,414
299238210,582,755,681
86286726,631,142,963
365250236,859,962,442
8389920,840,227,44
20990200,616,725,47
189922960,932,886,230
33762222,234,919,157
82695600,585,310,456
56519198,373,239,634
217570812,778,734,381
306210240,720,581,732
10877364,467,36,647
15947490,195,206,397
21063378,218,301,321
110602970,151,823,890
133386000,946,375,376
357710940,612,841,695
728112,788,6,154
18573984,363,328,156
126675528,789,329,488
249849873,511,597,819
22629164,523,58,746
72850440,670,156,697
109207630,314,665,523
197218350,457,450,959
183004380,393,597,780
152993460,235,908,717
77950860,111,740,949
149885775,741,775,261
186647373,997,549,341
194538960,605,616,522
23069025,151,525,291
92713920,960,391,247
81958344,492,298,559
30304190,122,755,329
27957720,140,249,802
75680424,164,558,827
20471978,47,557,782
315793296,831,936,406
251636000,665,946,400
382303980,666,838,685
54481140,588,261,355
31666892,262,542,223
5753979,399,23,627
463377840,816,829,685
32571468,318,794,129
11810040,778,55,276
2538000,3,1000,846
79153360,968,481,170
62699910,965,442,147
35526656,913,512,76
6665568,104,588,109
3514480,788,5,892
22098153,813,77,353
446202624,852,668,784
36101520,168,494,435
902070,2,771,585
1466262,189,9,862
79535520,306,855,304
11207649,283,129,307
222204416,521,833,512
328927300,650,601,842
1707720,105,428,38
106026480,763,360,386
60316488,828,342,213
21965184,46,829,576
40143684,497,106,762
68343912,756,793,114
21690666,486,171,261
420964000,608,955,725
114463635,473,365,663
62232300,585,135,788
38408832,433,504,176
225178128,776,846,343
210687015,483,721,605
41699448,951,108,406
14052240,673,30,696
28885700,437,661,100
